fecha,Bolilla 1,Bolilla 2,Bolilla 3,Bolilla 4,Bolilla 5,Bolilla 6,0,1,2,3,4
2023-01-17,8.0,13.0,31.0,39.0,38.0,27 ,,,,,
2023-01-14,6.0,37.0,33.0,7.0,4.0,40 ,,,,,
2023-01-12,19.0,27.0,17.0,39.0,30.0,02 ,,,,,
2023-01-10,37.0,32.0,33.0,24.0,34.0,11 ,,,,,
2023-01-07,17.0,36.0,18.0,31.0,8.0,28 ,,,,,
2023-01-05,33.0,13.0,22.0,32.0,7.0,05 ,,,,,
2023-01-03,14.0,34.0,13.0,29.0,16.0,06 ,,,,,
2022-12-31,11.0,7.0,18.0,15.0,17.0,16 ,,,,,
2022-12-29,28.0,1.0,9.0,7.0,39.0,02 ,,,,,
2022-12-27,17.0,5.0,7.0,28.0,1.0,15 ,,,,,
2022-12-24,15.0,39.0,24.0,32.0,12.0,28 ,,,,,
2022-12-22,28.0,3.0,30.0,23.0,20.0,01 ,,,,,
2022-12-20,35.0,38.0,30.0,36.0,23.0,34 ,,,,,
2022-12-17,15.0,32.0,3.0,24.0,19.0,11 ,,,,,
2022-12-15,7.0,21.0,9.0,18.0,33.0,23 ,,,,,
2022-12-13,7.0,26.0,32.0,39.0,28.0,16 ,,,,,
2022-12-10,32.0,6.0,34.0,30.0,10.0,09 ,,,,,
2022-12-08,2.0,16.0,21.0,1.0,17.0,30 ,,,,,
2022-12-06,19.0,30.0,40.0,21.0,20.0,08 ,,,,,
2022-12-03,28.0,33.0,7.0,29.0,1.0,32 ,,,,,
2022-12-01,38.0,17.0,14.0,39.0,34.0,35 ,,,,,
2022-11-29,15.0,24.0,4.0,30.0,37.0,27 ,,,,,
2022-11-26,21.0,37.0,34.0,9.0,22.0,08 ,,,,,
2022-11-24,11.0,26.0,22.0,5.0,38.0,17 ,,,,,
2022-11-22,7.0,16.0,12.0,25.0,21.0,18 ,,,,,
2022-11-19,40.0,17.0,26.0,2.0,14.0,24 ,,,,,
2022-11-17,39.0,17.0,7.0,11.0,12.0,27 ,,,,,
2022-11-15,6.0,8.0,19.0,10.0,23.0,35 ,,,,,
2022-11-12,17.0,21.0,28.0,19.0,31.0,10 ,,,,,
2022-11-10,14.0,37.0,10.0,1.0,15.0,13 ,,,,,
2022-11-08,37.0,19.0,39.0,4.0,6.0,27 ,,,,,
2022-11-05,38.0,14.0,5.0,13.0,39.0,20 ,,,,,
2022-11-03,33.0,14.0,29.0,2.0,30.0,11 ,,,,,
2022-11-01,4.0,19.0,28.0,7.0,32.0,03 ,,,,,
2022-10-29,2.0,14.0,29.0,5.0,34.0,39 ,,,,,
2022-10-27,12.0,10.0,18.0,4.0,25.0,13 ,,,,,
2022-10-25,13.0,10.0,4.0,5.0,8.0,20 ,,,,,
2022-10-22,13.0,28.0,5.0,23.0,31.0,11 ,,,,,
2022-10-20,30.0,13.0,34.0,9.0,15.0,18 ,,,,,
2022-10-18,18.0,16.0,34.0,36.0,28.0,02 ,,,,,
2022-10-15,19.0,38.0,17.0,13.0,32.0,27 ,,,,,
2022-10-13,15.0,13.0,28.0,18.0,20.0,16 ,,,,,
2022-10-11,2.0,25.0,34.0,1.0,15.0,11 ,,,,,
2022-10-08,33.0,30.0,11.0,26.0,38.0,35 ,,,,,
2022-10-06,10.0,21.0,40.0,38.0,19.0,26 ,,,,,
2022-10-04,15.0,27.0,22.0,1.0,40.0,02 ,,,,,
2022-10-01,36.0,37.0,30.0,6.0,24.0,21 ,,,,,
2022-09-29,33.0,22.0,13.0,24.0,31.0,02 ,,,,,
2022-09-27,29.0,1.0,15.0,38.0,11.0,08 ,,,,,
2022-09-24,11.0,3.0,38.0,10.0,7.0,16 ,,,,,
2022-09-22,16.0,35.0,21.0,8.0,4.0,15 ,,,,,
2022-09-20,40.0,36.0,30.0,2.0,29.0,13 ,,,,,
2022-09-17,16.0,10.0,24.0,32.0,17.0,33 ,,,,,
2022-09-15,38.0,12.0,8.0,1.0,40.0,29 ,,,,,
2022-09-13,28.0,29.0,14.0,23.0,36.0,17 ,,,,,
2022-09-10,40.0,36.0,13.0,5.0,25.0,34 ,,,,,
2022-09-08,29.0,27.0,40.0,33.0,16.0,32 ,,,,,
2022-09-06,33.0,4.0,25.0,30.0,6.0,34 ,,,,,
2022-09-03,16.0,4.0,3.0,37.0,30.0,32 ,,,,,
2022-09-01,33.0,6.0,38.0,20.0,40.0,21 ,,,,,
2022-08-30,23.0,35.0,22.0,10.0,26.0,17 ,,,,,
2022-08-27,8.0,30.0,16.0,33.0,22.0,21 ,,,,,
2022-08-25,15.0,1.0,23.0,18.0,12.0,34 ,,,,,
2022-08-23,28.0,6.0,3.0,30.0,9.0,36 ,,,,,
2022-08-20,35.0,28.0,24.0,36.0,20.0,03 ,,,,,
2022-08-18,3.0,37.0,30.0,15.0,7.0,25 ,,,,,
2022-08-16,15.0,4.0,13.0,2.0,31.0,18 ,,,,,
2022-08-13,7.0,18.0,1.0,30.0,28.0,03 ,,,,,
2022-08-11,35.0,1.0,30.0,4.0,10.0,39 ,,,,,
2022-08-09,27.0,38.0,13.0,15.0,23.0,05 ,,,,,
2022-08-06,2.0,30.0,8.0,16.0,20.0,06 ,,,,,
2022-08-04,34.0,32.0,3.0,38.0,37.0,09 ,,,,,
2022-08-02,38.0,26.0,5.0,19.0,34.0,23 ,,,,,
2022-07-30,11.0,28.0,13.0,38.0,1.0,24 ,,,,,
2022-07-28,11.0,28.0,27.0,29.0,22.0,14 ,,,,,
2022-07-26,37.0,29.0,38.0,3.0,31.0,40 ,,,,,
2022-07-23,26.0,39.0,19.0,21.0,24.0,36 ,,,,,
2022-07-21,25.0,22.0,33.0,16.0,15.0,10 ,,,,,
2022-07-19,7.0,9.0,21.0,32.0,20.0,36 ,,,,,
2022-07-16,38.0,23.0,39.0,16.0,32.0,27 ,,,,,
2022-07-14,28.0,21.0,14.0,18.0,17.0,34 ,,,,,
2022-07-12,1.0,29.0,20.0,7.0,26.0,31 ,,,,,
2022-07-09,30.0,32.0,33.0,39.0,18.0,27 ,,,,,
2022-07-07,2.0,23.0,4.0,36.0,5.0,25 ,,,,,
2022-07-05,32.0,28.0,14.0,37.0,8.0,40 ,,,,,
2022-07-02,32.0,21.0,22.0,4.0,5.0,09 ,,,,,
2022-06-30,26.0,34.0,1.0,15.0,28.0,07 ,,,,,
2022-06-28,22.0,31.0,7.0,38.0,6.0,34 ,,,,,
2022-06-25,5.0,6.0,30.0,1.0,24.0,29 ,,,,,
2022-06-23,36.0,27.0,40.0,2.0,26.0,17 ,,,,,
2022-06-21,16.0,11.0,10.0,18.0,1.0,31 ,,,,,
2022-06-18,32.0,3.0,38.0,26.0,7.0,16 ,,,,,
2022-06-16,16.0,2.0,8.0,7.0,29.0,27 ,,,,,
2022-06-14,2.0,23.0,36.0,29.0,37.0,38 ,,,,,
2022-06-11,28.0,23.0,18.0,29.0,8.0,14 ,,,,,
2022-06-09,13.0,18.0,19.0,8.0,40.0,07 ,,,,,
2022-06-07,24.0,6.0,3.0,5.0,10.0,16 ,,,,,
2022-06-04,34.0,24.0,22.0,4.0,3.0,15 ,,,,,
2022-06-02,6.0,31.0,27.0,22.0,38.0,36 ,,,,,
2022-05-31,25.0,29.0,18.0,36.0,17.0,39 ,,,,,
2022-05-28,23.0,40.0,16.0,21.0,31.0,34 ,,,,,
2022-05-26,1.0,2.0,3.0,27.0,12.0,22 ,,,,,
2022-05-24,22.0,5.0,1.0,11.0,33.0,23 ,,,,,
2022-05-21,34.0,40.0,14.0,5.0,36.0,28 ,,,,,
2022-05-19,15.0,26.0,12.0,31.0,17.0,20 ,,,,,
2022-05-17,19.0,30.0,7.0,15.0,17.0,12 ,,,,,
2022-05-14,12.0,33.0,3.0,38.0,25.0,20 ,,,,,
2022-05-12,20.0,33.0,39.0,3.0,4.0,23 ,,,,,
2022-05-10,31.0,29.0,18.0,14.0,2.0,21 ,,,,,
2022-05-07,30.0,18.0,31.0,32.0,16.0,29 ,,,,,
2022-05-05,7.0,20.0,30.0,28.0,11.0,24 ,,,,,
2022-05-03,8.0,10.0,15.0,27.0,24.0,26 ,,,,,
2022-04-30,40.0,18.0,30.0,8.0,27.0,26 ,,,,,
2022-04-28,9.0,11.0,12.0,27.0,25.0,21 ,,,,,
2022-04-26,16.0,32.0,6.0,26.0,29.0,39 ,,,,,
2022-04-23,8.0,12.0,5.0,40.0,4.0,02 ,,,,,
2022-04-21,23.0,39.0,21.0,36.0,30.0,20 ,,,,,
2022-04-19,29.0,37.0,4.0,8.0,33.0,02 ,,,,,
2022-04-16,5.0,1.0,4.0,27.0,40.0,06 ,,,,,
2022-04-14,5.0,14.0,16.0,27.0,38.0,11 ,,,,,
2022-04-12,13.0,2.0,12.0,1.0,27.0,18 ,,,,,
2022-04-09,38.0,31.0,29.0,24.0,34.0,02 ,,,,,
2022-04-07,2.0,8.0,35.0,24.0,7.0,04 ,,,,,
2022-04-05,33.0,6.0,21.0,19.0,40.0,22 ,,,,,
2022-04-02,31.0,14.0,15.0,8.0,23.0,24 ,,,,,
2022-03-31,30.0,13.0,12.0,38.0,5.0,24 ,,,,,
2022-03-29,36.0,38.0,7.0,18.0,16.0,40 ,,,,,
2022-03-26,28.0,40.0,14.0,10.0,32.0,33 ,,,,,
2022-03-24,34.0,7.0,13.0,20.0,10.0,30 ,,,,,
2022-03-22,39.0,27.0,20.0,13.0,38.0,34 ,,,,,
2022-03-19,17.0,28.0,16.0,34.0,27.0,25 ,,,,,
2022-03-17,21.0,9.0,4.0,24.0,25.0,39 ,,,,,
2022-03-15,20.0,4.0,12.0,10.0,2.0,15 ,,,,,
2022-03-12,16.0,9.0,28.0,14.0,6.0,23 ,,,,,
2022-03-10,23.0,27.0,40.0,37.0,30.0,17 ,,,,,
2022-03-08,20.0,35.0,34.0,39.0,3.0,33 ,,,,,
2022-03-05,38.0,16.0,33.0,5.0,25.0,02 ,,,,,
2022-03-03,33.0,20.0,10.0,29.0,32.0,26 ,,,,,
2022-03-01,35.0,38.0,12.0,20.0,21.0,05 ,,,,,
2022-02-26,9.0,17.0,10.0,15.0,5.0,11 ,,,,,
2022-02-24,21.0,31.0,32.0,3.0,36.0,08 ,,,,,
2022-02-22,4.0,40.0,26.0,37.0,35.0,39 ,,,,,
2022-02-19,34.0,12.0,32.0,11.0,39.0,24 ,,,,,
2022-02-17,35.0,38.0,29.0,16.0,17.0,34 ,,,,,
2022-02-15,18.0,9.0,11.0,35.0,8.0,37 ,,,,,
2022-02-12,33.0,28.0,35.0,27.0,10.0,32 ,,,,,
2022-02-10,7.0,37.0,40.0,3.0,35.0,38 ,,,,,
2022-02-08,29.0,15.0,35.0,32.0,5.0,25 ,,,,,
2022-02-05,13.0,11.0,20.0,16.0,31.0,34 ,,,,,
2022-02-03,1.0,31.0,39.0,40.0,37.0,15 ,,,,,
2022-02-01,12.0,2.0,4.0,28.0,27.0,25 ,,,,,
2022-01-29,11.0,13.0,22.0,5.0,39.0,15 ,,,,,
2022-01-27,23.0,35.0,7.0,30.0,25.0,15 ,,,,,
2022-01-25,28.0,21.0,4.0,27.0,8.0,09 ,,,,,
2022-01-22,25.0,30.0,16.0,39.0,2.0,08 ,,,,,
2022-01-20,27.0,38.0,12.0,17.0,23.0,01 ,,,,,
2022-01-18,30.0,23.0,1.0,26.0,16.0,06 ,,,,,
2022-01-15,39.0,36.0,34.0,13.0,40.0,24 ,,,,,
2022-01-13,33.0,22.0,5.0,23.0,28.0,31 ,,,,,
2022-01-11,39.0,23.0,22.0,37.0,28.0,26 ,,,,,
2022-01-08,37.0,10.0,14.0,28.0,21.0,33 ,,,,,
2022-01-06,21.0,38.0,9.0,5.0,4.0,36 ,,,,,
2022-01-04,21.0,15.0,37.0,32.0,23.0,28 ,,,,,
2022-01-01,27.0,5.0,23.0,34.0,28.0,06 ,,,,,
2021-12-30,5.0,39.0,34.0,37.0,25.0,06 ,,,,,
2021-12-28,1.0,30.0,21.0,15.0,8.0,40 ,,,,,
2021-12-25,38.0,22.0,31.0,3.0,40.0,01 ,,,,,
2021-12-23,2.0,38.0,32.0,23.0,1.0,30 ,,,,,
2021-12-21,14.0,28.0,7.0,8.0,37.0,17 ,,,,,
2021-12-18,36.0,25.0,22.0,37.0,3.0,09 ,,,,,
2021-12-16,18.0,21.0,17.0,14.0,40.0,09 ,,,,,
2021-12-14,36.0,23.0,14.0,8.0,35.0,03 ,,,,,
2021-12-11,22.0,13.0,24.0,3.0,8.0,28 ,,,,,
2021-12-09,19.0,2.0,37.0,39.0,3.0,05 ,,,,,
2021-12-07,15.0,40.0,17.0,25.0,2.0,01 ,,,,,
2021-12-04,38.0,4.0,27.0,32.0,30.0,28 ,,,,,
2021-12-02,12.0,36.0,32.0,25.0,1.0,40 ,,,,,
2021-11-30,31.0,12.0,33.0,25.0,9.0,37 ,,,,,
2021-11-27,32.0,34.0,1.0,22.0,39.0,03 ,,,,,
2021-11-25,37.0,35.0,28.0,13.0,5.0,14 ,,,,,
2021-11-23,7.0,5.0,1.0,19.0,32.0,16 ,,,,,
2021-11-20,13.0,18.0,21.0,22.0,19.0,07 ,,,,,
2021-11-18,11.0,26.0,1.0,25.0,21.0,27 ,,,,,
2021-11-16,23.0,20.0,38.0,19.0,10.0,34 ,,,,,
2021-11-13,9.0,1.0,25.0,39.0,10.0,04 ,,,,,
2021-11-11,4.0,25.0,12.0,24.0,27.0,30 ,,,,,
2021-11-09,13.0,18.0,19.0,3.0,32.0,01 ,,,,,
2021-11-06,26.0,14.0,11.0,18.0,29.0,33 ,,,,,
2021-11-04,7.0,16.0,32.0,17.0,40.0,15 ,,,,,
2021-11-02,6.0,24.0,29.0,3.0,25.0,12 ,,,,,
2021-10-30,25.0,2.0,10.0,17.0,35.0,27 ,,,,,
2021-10-28,7.0,16.0,25.0,13.0,18.0,28 ,,,,,
2021-10-26,3.0,25.0,34.0,2.0,7.0,40 ,,,,,
2021-10-23,6.0,14.0,8.0,34.0,11.0,05 ,,,,,
2021-10-21,26.0,19.0,33.0,1.0,8.0,05 ,,,,,
2021-10-19,27.0,39.0,26.0,21.0,40.0,03 ,,,,,
2021-10-16,30.0,29.0,1.0,12.0,40.0,18 ,,,,,
2021-10-14,20.0,14.0,29.0,10.0,28.0,05 ,,,,,
2021-10-12,11.0,1.0,5.0,21.0,36.0,13 ,,,,,
2021-10-09,18.0,6.0,27.0,32.0,12.0,22 ,,,,,
2021-10-07,40.0,35.0,23.0,17.0,9.0,16 ,,,,,
2021-10-05,9.0,8.0,23.0,15.0,35.0,30 ,,,,,
2021-10-02,35.0,3.0,1.0,16.0,21.0,29 ,,,,,
2021-09-30,2.0,34.0,15.0,5.0,6.0,20 ,,,,,
2021-09-28,34.0,4.0,37.0,27.0,30.0,01 ,,,,,
2021-09-25,15.0,26.0,14.0,27.0,7.0,17 ,,,,,
2021-09-23,34.0,40.0,10.0,25.0,28.0,15 ,,,,,
2021-09-21,1.0,4.0,21.0,30.0,12.0,31 ,,,,,
2021-09-18,18.0,9.0,29.0,16.0,36.0,37 ,,,,,
2021-09-16,4.0,12.0,35.0,23.0,25.0,36 ,,,,,
2021-09-14,39.0,9.0,27.0,35.0,22.0,21 ,,,,,
2021-09-11,38.0,22.0,36.0,8.0,34.0,40 ,,,,,
2021-09-09,36.0,10.0,5.0,7.0,9.0,24 ,,,,,
2021-09-07,14.0,10.0,32.0,5.0,16.0,22 ,,,,,
2021-09-04,29.0,12.0,17.0,34.0,35.0,32 ,,,,,
2021-09-02,6.0,15.0,39.0,3.0,17.0,38 ,,,,,
2021-08-31,11.0,7.0,28.0,18.0,14.0,12 ,,,,,
2021-08-28,22.0,25.0,34.0,31.0,28.0,35 ,,,,,
2021-08-26,11.0,32.0,34.0,27.0,4.0,15 ,,,,,
2021-08-24,32.0,16.0,5.0,14.0,33.0,15 ,,,,,
2021-08-21,27.0,24.0,10.0,16.0,2.0,29 ,,,,,
2021-08-19,9.0,7.0,19.0,11.0,3.0,40 ,,,,,
2021-08-17,14.0,33.0,16.0,25.0,2.0,07 ,,,,,
2021-08-14,27.0,1.0,37.0,7.0,26.0,12 ,,,,,
2021-08-12,37.0,13.0,8.0,6.0,35.0,11 ,,,,,
2021-08-10,6.0,17.0,34.0,18.0,29.0,31 ,,,,,
2021-08-07,18.0,32.0,35.0,40.0,19.0,04 ,,,,,
2021-08-05,7.0,1.0,10.0,40.0,17.0,31 ,,,,,
2021-08-03,21.0,40.0,8.0,27.0,31.0,37 ,,,,,
2021-07-31,6.0,12.0,27.0,20.0,18.0,08 ,,,,,
2021-07-29,24.0,38.0,15.0,10.0,35.0,21 ,,,,,
2021-07-27,40.0,1.0,4.0,22.0,35.0,32 ,,,,,
2021-07-24,7.0,29.0,30.0,5.0,15.0,36 ,,,,,
2021-07-22,36.0,8.0,4.0,26.0,22.0,35 ,,,,,
2021-07-20,11.0,5.0,18.0,17.0,15.0,08 ,,,,,
2021-07-17,3.0,15.0,20.0,30.0,4.0,25 ,,,,,
2021-07-15,38.0,19.0,14.0,9.0,26.0,25 ,,,,,
2021-07-13,19.0,8.0,4.0,38.0,27.0,30 ,,,,,
2021-07-10,34.0,32.0,40.0,22.0,16.0,04 ,,,,,
2021-07-08,28.0,22.0,26.0,37.0,25.0,05 ,,,,,
2021-07-06,23.0,36.0,18.0,32.0,38.0,30 ,,,,,
2021-07-03,36.0,9.0,25.0,32.0,16.0,07 ,,,,,
2021-07-01,29.0,37.0,10.0,4.0,30.0,17 ,,,,,
2021-06-29,33.0,40.0,38.0,32.0,5.0,06 ,,,,,
2021-06-26,20.0,28.0,19.0,21.0,29.0,11 ,,,,,
2021-06-24,4.0,20.0,27.0,9.0,2.0,07 ,,,,,
2021-06-22,35.0,24.0,16.0,8.0,17.0,27 ,,,,,
2021-06-19,36.0,38.0,31.0,15.0,13.0,04 ,,,,,
2021-06-17,10.0,29.0,30.0,3.0,12.0,23 ,,,,,
2021-06-15,3.0,23.0,37.0,28.0,20.0,04 ,,,,,
2021-06-12,20.0,31.0,23.0,36.0,5.0,14 ,,,,,
2021-06-10,16.0,39.0,35.0,12.0,19.0,05 ,,,,,
2021-06-08,5.0,9.0,19.0,18.0,11.0,34 ,,,,,
2021-06-05,37.0,31.0,16.0,25.0,32.0,12 ,,,,,
2021-06-03,6.0,12.0,29.0,36.0,37.0,09 ,,,,,
2021-06-01,14.0,23.0,39.0,32.0,28.0,06 ,,,,,
2021-05-29,14.0,19.0,15.0,35.0,27.0,25 ,,,,,
2021-05-27,16.0,14.0,20.0,34.0,9.0,25 ,,,,,
2021-05-25,11.0,5.0,13.0,14.0,26.0,40 ,,,,,
2021-05-22,28.0,5.0,22.0,19.0,23.0,03 ,,,,,
2021-05-20,16.0,28.0,17.0,12.0,25.0,03 ,,,,,
2021-05-18,36.0,4.0,10.0,31.0,23.0,33 ,,,,,
2021-05-15,14.0,6.0,10.0,8.0,5.0,25 ,,,,,
2021-05-13,9.0,15.0,36.0,12.0,17.0,08 ,,,,,
2021-05-11,25.0,34.0,23.0,33.0,12.0,09 ,,,,,
2021-05-08,13.0,40.0,26.0,19.0,16.0,10 ,,,,,
2021-05-06,40.0,15.0,12.0,26.0,3.0,36 ,,,,,
2021-05-04,31.0,17.0,20.0,35.0,36.0,13 ,,,,,
2021-05-01,21.0,30.0,4.0,17.0,29.0,36 ,,,,,
2021-04-29,34.0,29.0,32.0,16.0,17.0,06 ,,,,,
2021-04-27,27.0,39.0,33.0,14.0,29.0,26 ,,,,,
2021-04-24,7.0,36.0,27.0,6.0,29.0,35 ,,,,,
2021-04-22,35.0,6.0,29.0,34.0,24.0,31 ,,,,,
2021-04-20,4.0,40.0,11.0,2.0,1.0,21 ,,,,,
2021-04-17,16.0,36.0,32.0,2.0,26.0,06 ,,,,,
2021-04-15,13.0,14.0,35.0,28.0,34.0,15 ,,,,,
2021-04-13,8.0,37.0,4.0,9.0,19.0,40 ,,,,,
2021-04-10,40.0,9.0,4.0,16.0,17.0,28 ,,,,,
2021-04-08,32.0,37.0,8.0,27.0,20.0,17 ,,,,,
2021-04-06,20.0,2.0,11.0,3.0,27.0,29 ,,,,,
2021-04-03,25.0,23.0,1.0,11.0,35.0,16 ,,,,,
2021-04-01,27.0,2.0,6.0,21.0,13.0,23 ,,,,,
2021-03-30,13.0,1.0,35.0,24.0,30.0,16 ,,,,,
2021-03-27,30.0,39.0,4.0,16.0,15.0,37 ,,,,,
2021-03-25,22.0,11.0,30.0,13.0,25.0,09 ,,,,,
2021-03-23,34.0,37.0,6.0,4.0,8.0,09 ,,,,,
2021-03-20,22.0,26.0,16.0,7.0,15.0,24 ,,,,,
2021-03-18,39.0,31.0,30.0,19.0,10.0,07 ,,,,,
2021-03-16,33.0,9.0,3.0,14.0,34.0,23 ,,,,,
2021-03-13,16.0,29.0,10.0,26.0,32.0,09 ,,,,,
2021-03-11,23.0,31.0,32.0,35.0,16.0,27 ,,,,,
2021-03-09,20.0,26.0,8.0,39.0,36.0,22 ,,,,,
2021-03-06,31.0,18.0,32.0,21.0,15.0,10 ,,,,,
2021-03-04,5.0,16.0,20.0,29.0,19.0,10 ,,,,,
2021-03-02,32.0,19.0,40.0,26.0,39.0,08 ,,,,,
2021-02-27,30.0,36.0,26.0,9.0,5.0,11 ,,,,,
2021-02-25,13.0,38.0,7.0,5.0,30.0,31 ,,,,,
2021-02-23,22.0,7.0,32.0,9.0,28.0,39 ,,,,,
2021-02-20,40.0,19.0,21.0,30.0,3.0,29 ,,,,,
2021-02-18,14.0,37.0,10.0,35.0,28.0,29 ,,,,,
2021-02-16,27.0,3.0,35.0,38.0,17.0,33 ,,,,,
2021-02-13,15.0,24.0,33.0,29.0,11.0,17 ,,,,,
2021-02-11,32.0,31.0,26.0,21.0,22.0,39 ,,,,,
2021-02-09,16.0,38.0,37.0,21.0,26.0,19 ,,,,,
2021-02-06,21.0,20.0,27.0,17.0,39.0,18 ,,,,,
2021-02-04,23.0,29.0,37.0,13.0,3.0,06 ,,,,,
2021-02-02,2.0,19.0,27.0,39.0,20.0,14 ,,,,,
2021-01-30,4.0,2.0,10.0,20.0,9.0,17 ,,,,,
2021-01-28,9.0,27.0,39.0,24.0,34.0,22 ,,,,,
2021-01-26,5.0,20.0,15.0,26.0,40.0,02 ,,,,,
2021-01-23,20.0,1.0,16.0,26.0,5.0,17 ,,,,,
2021-01-21,19.0,9.0,2.0,22.0,15.0,37 ,,,,,
2021-01-19,11.0,12.0,6.0,18.0,16.0,04 ,,,,,
2021-01-16,40.0,27.0,16.0,33.0,20.0,22 ,,,,,
2021-01-14,29.0,18.0,23.0,22.0,9.0,24 ,,,,,
2021-01-12,38.0,28.0,6.0,12.0,29.0,33 ,,,,,
2021-01-09,17.0,24.0,37.0,19.0,5.0,14 ,,,,,
2021-01-07,25.0,4.0,28.0,5.0,16.0,10 ,,,,,
2021-01-05,19.0,13.0,29.0,26.0,33.0,31 ,,,,,
2021-01-02,18.0,30.0,40.0,12.0,14.0,07 ,,,,,
2020-12-31,27.0,35.0,21.0,29.0,23.0,26 ,,,,,
2020-12-29,16.0,19.0,39.0,30.0,40.0,17 ,,,,,
2020-12-26,4.0,39.0,25.0,22.0,21.0,28 ,,,,,
2020-12-24,37.0,27.0,15.0,1.0,24.0,08 ,,,,,
2020-12-22,9.0,35.0,34.0,2.0,6.0,27 ,,,,,
2020-12-19,25.0,21.0,3.0,33.0,1.0,37 ,,,,,
2020-12-17,3.0,23.0,17.0,2.0,8.0,31 ,,,,,
2020-12-15,20.0,3.0,23.0,1.0,5.0,31 ,,,,,
2020-12-12,22.0,38.0,31.0,18.0,32.0,09 ,,,,,
2020-12-10,36.0,13.0,27.0,6.0,18.0,38 ,,,,,
2020-12-08,5.0,30.0,8.0,6.0,22.0,03 ,,,,,
2020-12-05,26.0,9.0,31.0,37.0,27.0,30 ,,,,,
2020-12-03,2.0,3.0,19.0,8.0,22.0,34 ,,,,,
2020-12-01,40.0,36.0,39.0,4.0,5.0,26 ,,,,,
2020-11-28,25.0,26.0,10.0,6.0,5.0,01 ,,,,,
2020-11-26,24.0,32.0,11.0,26.0,28.0,20 ,,,,,
2020-11-24,22.0,16.0,37.0,26.0,13.0,15 ,,,,,
2020-11-21,38.0,24.0,20.0,30.0,25.0,19 ,,,,,
2020-11-19,19.0,12.0,22.0,6.0,7.0,02 ,,,,,
2020-11-17,13.0,24.0,36.0,17.0,29.0,26 ,,,,,
2020-11-14,26.0,22.0,6.0,5.0,20.0,24 ,,,,,
2020-11-12,20.0,18.0,30.0,34.0,29.0,31 ,,,,,
2020-11-10,37.0,3.0,22.0,17.0,15.0,33 ,,,,,
2020-11-07,8.0,27.0,12.0,2.0,22.0,16 ,,,,,
2020-11-05,27.0,40.0,20.0,8.0,29.0,25 ,,,,,
2020-11-03,34.0,19.0,10.0,11.0,38.0,05 ,,,,,
2020-10-31,5.0,30.0,19.0,11.0,22.0,27 ,,,,,
2020-10-29,31.0,14.0,35.0,21.0,25.0,03 ,,,,,
2020-10-27,2.0,27.0,12.0,34.0,36.0,40 ,,,,,
2020-10-24,12.0,37.0,40.0,36.0,20.0,38 ,,,,,
2020-10-22,26.0,39.0,40.0,5.0,37.0,04 ,,,,,
2020-10-20,27.0,35.0,9.0,17.0,26.0,23 ,,,,,
2020-10-17,27.0,31.0,13.0,33.0,18.0,10 ,,,,,
2020-10-15,38.0,19.0,29.0,7.0,20.0,15 ,,,,,
2020-10-13,7.0,34.0,21.0,15.0,1.0,20 ,,,,,
2020-10-10,37.0,5.0,1.0,14.0,38.0,12 ,,,,,
2020-10-08,35.0,17.0,20.0,4.0,37.0,12 ,,,,,
2020-10-06,21.0,18.0,12.0,14.0,13.0,10 ,,,,,
2020-10-03,34.0,2.0,24.0,1.0,38.0,12 ,,,,,
2020-10-01,6.0,23.0,2.0,37.0,35.0,12 ,,,,,
2020-09-29,23.0,37.0,13.0,22.0,16.0,20 ,,,,,
2020-09-26,37.0,22.0,35.0,24.0,36.0,17 ,,,,,
2020-09-24,21.0,20.0,6.0,31.0,38.0,03 ,,,,,
2020-09-22,32.0,23.0,18.0,7.0,27.0,03 ,,,,,
2020-09-19,31.0,4.0,1.0,2.0,6.0,11 ,,,,,
2020-09-17,40.0,8.0,23.0,28.0,16.0,29 ,,,,,
2020-09-15,12.0,13.0,25.0,30.0,19.0,38 ,,,,,
2020-09-12,16.0,40.0,10.0,14.0,37.0,36 ,,,,,
2020-09-10,28.0,3.0,9.0,23.0,4.0,34 ,,,,,
2020-09-08,22.0,17.0,40.0,18.0,36.0,16 ,,,,,
2020-09-05,19.0,18.0,3.0,21.0,32.0,22 ,,,,,
2020-09-03,15.0,2.0,12.0,22.0,25.0,18 ,,,,,
2020-09-01,27.0,7.0,33.0,11.0,36.0,08 ,,,,,
2020-08-29,2.0,13.0,31.0,12.0,16.0,17 ,,,,,
2020-08-27,30.0,23.0,16.0,7.0,28.0,15 ,,,,,
2020-08-25,31.0,10.0,9.0,37.0,16.0,02 ,,,,,
2020-08-22,32.0,22.0,25.0,37.0,3.0,29 ,,,,,
2020-08-20,13.0,2.0,40.0,8.0,32.0,07 ,,,,,
2020-08-18,22.0,30.0,5.0,32.0,27.0,07 ,,,,,
2020-08-15,23.0,1.0,33.0,16.0,32.0,30 ,,,,,
2020-08-13,23.0,31.0,14.0,12.0,2.0,29 ,,,,,
2020-08-11,16.0,27.0,4.0,21.0,40.0,18 ,,,,,
2020-08-08,36.0,14.0,35.0,40.0,12.0,30 ,,,,,
2020-08-06,18.0,22.0,36.0,11.0,31.0,30 ,,,,,
2020-08-04,28.0,26.0,35.0,6.0,11.0,19 ,,,,,
2020-08-01,30.0,10.0,32.0,26.0,36.0,08 ,,,,,
2020-07-30,13.0,12.0,25.0,31.0,32.0,35 ,,,,,
